industry,job_title,company_name,company_tier,location,base_salary,bonus_val,equity_val,signing_bonus,working_hours,years_exp,promotion_chance,remote_status
32,Technology,Junior Data Engineer,Snowflake,Public,San Mateo CA,122000,11000,28000,15000,43,2,High,Hybrid
33,Agriculture,Junior Agricultural Scientist,Corteva Agriscience,Public,Indianapolis IN,62000,4000,0,2000,40,1,Low,Onsite
34,Gaming,Junior Game Developer,Riot Games,Private,Los Angeles CA,102000,9000,20000,8000,45,2,Medium,Hybrid
35,Finance,Senior Quantitative Researcher,DE Shaw,Hedge Fund,New York NY,220000,300000,0,100000,70,7,Medium,Onsite
36,Technology,Senior Software Engineer,Google,Public,San Francisco CA,195000,40000,120000,50000,45,6,High,Hybrid
37,Technology,Senior Machine Learning Engineer,Anthropic,Late-Stage Startup,San Francisco CA,210000,35000,200000,40000,50,7,High,Hybrid
38,Finance,Senior Investment Banker,Lazard,Public,New York NY,200000,180000,0,50000,80,8,Medium,Onsite
39,Consulting,Senior Consultant,Boston Consulting Group,Private,Chicago IL,155000,45000,0,20000,60,6,High,Hybrid
40,Healthcare,Senior Healthcare Data Scientist,Optum,Public,Eden Prairie MN,138000,18000,10000,12000,43,7,Medium,Remote
41,Technology,Senior Product Manager,Uber,Public,San Francisco CA,175000,30000,80000,25000,45,7,High,Hybrid
42,Legal,Senior Associate Attorney,Wachtell Lipton,Private,New York NY,365000,100000,0,50000,80,6,Medium,Onsite
43,Energy,Senior Petroleum Engineer,Chevron,Public,Houston TX,148000,22000,0,15000,45,8,Medium,Onsite
44,Technology,Senior Data Scientist,Palantir,Public,New York NY,172000,28000,60000,22000,46,6,High,Hybrid
45,Aerospace,Senior Systems Engineer,Lockheed Martin,Public,Fort Worth TX,145000,18000,5000,12000,45,8,Medium,Onsite
46,Finance,Senior Quantitative Developer,Virtu Financial,Public,New York NY,210000,250000,0,80000,70,8,Low,Onsite
47,Technology,Senior Cloud Architect,Databricks,Late-Stage Startup,San Francisco CA,195000,32000,150000,30000,45,7,High,Remote
48,Manufacturing,Senior Robotics Engineer,Boston Dynamics,Private,Waltham MA,155000,20000,25000,15000,45,8,Medium,Onsite
49,Real Estate,Senior Real Estate Portfolio Manager,Blackstone,Public,New York NY,185000,95000,20000,25000,55,8,Medium,Onsite
50,Technology,Chief Technology Officer,Scale AI,Late-Stage Startup,San Francisco CA,310000,120000,800000,100000,55,18,Low,Onsite
1,Finance,Junior Analyst,Goldman Sachs,Public,New York NY,95000,18000,0,10000,65,1,High,Onsite
2,Technology,Junior Software Engineer,ByteDance,Public,San Francisco CA,135000,15000,45000,20000,45,1,High,Hybrid
3,Technology,Junior Data Scientist,DataRobot,Series C,Boston MA,105000,12000,38000,15000,42,2,High,Hybrid
4,Healthcare,Junior Clinical Analyst,CVS Health,Public,Providence RI,72000,7000,0,5000,40,1,Medium,Onsite
5,Finance,Junior Accountant,Deloitte,Public,Chicago IL,68000,8000,0,5000,45,1,Medium,Hybrid
6,Technology,Frontend Engineer,Webflow,Series C,San Francisco CA,140000,18000,60000,25000,43,2,High,Remote
7,Finance,Quantitative Researcher,Citadel,Hedge Fund,New York NY,175000,210000,0,75000,70,3,Medium,Onsite
8,Logistics,Junior Supply Chain Analyst,UPS,Public,Atlanta GA,58000,5000,0,3000,40,1,Medium,Onsite
9,Technology,Junior ML Engineer,Scale AI,Series E,San Francisco CA,145000,20000,80000,30000,47,2,High,Hybrid
10,Retail,Junior Merchandising Analyst,Target,Public,Minneapolis MN,55000,5500,0,3000,40,1,Medium,Hybrid
11,Technology,Junior Backend Engineer,Stripe,Private,San Francisco CA,150000,18000,70000,25000,44,2,High,Hybrid
12,Finance,Junior Investment Banking Analyst,Morgan Stanley,Public,New York NY,110000,40000,0,20000,75,1,High,Onsite
13,Healthcare,Junior Biostatistician,Pfizer,Public,New York NY,88000,9000,0,8000,42,2,High,Hybrid
14,Technology,Junior DevOps Engineer,Cloudflare,Public,Austin TX,105000,11000,20000,12000,42,1,High,Remote
15,Consulting,Junior Management Consultant,McKinsey,Private,Chicago IL,95000,22000,0,15000,60,1,High,Hybrid
16,Technology,Junior Product Manager,Notion,Series C,San Francisco CA,130000,16000,55000,20000,43,2,High,Hybrid
17,Finance,Junior Compliance Analyst,JPMorgan Chase,Public,New York NY,82000,9000,0,7000,42,1,Medium,Hybrid
18,Energy,Junior Petroleum Engineer,ExxonMobil,Public,Houston TX,95000,12000,0,10000,44,2,Medium,Onsite
19,Manufacturing,Junior Process Engineer,3M,Public,St Paul MN,72000,7000,0,5000,40,1,Medium,Onsite
20,Technology,Junior QA Engineer,Atlassian,Public,Austin TX,90000,9000,15000,10000,40,1,Medium,Remote
21,Finance,Junior Equity Researcher,BlackRock,Public,New York NY,92000,15000,0,10000,50,2,High,Hybrid
22,Media,Junior Content Strategist,BuzzFeed,Public,New York NY,60000,5000,0,3000,40,1,Low,Hybrid
23,Technology,Junior Cybersecurity Analyst,Palo Alto Networks,Public,Santa Clara CA,115000,12000,25000,15000,42,1,High,Hybrid
24,Aerospace,Junior Systems Engineer,SpaceX,Private,Hawthorne CA,98000,10000,30000,12000,55,2,High,Onsite
25,Biotech,Junior Research Scientist,Genentech,Public,South San Francisco CA,100000,10000,15000,10000,43,2,High,Onsite
26,Finance,Junior Actuary,Prudential,Public,Newark NJ,78000,8000,0,6000,40,2,High,Hybrid
27,Technology,Junior iOS Developer,Snap,Public,Los Angeles CA,120000,13000,30000,18000,43,1,High,Hybrid
28,Real Estate,Junior Financial Analyst,CBRE,Public,Dallas TX,65000,7000,0,4000,42,1,Medium,Hybrid
29,Technology,Junior Data Engineer,Databricks,Series I,San Francisco CA,140000,17000,75000,22000,43,2,High,Hybrid
30,Government,Junior Policy Analyst,Congressional Budget Office,Government,Washington DC,62000,3000,0,2000,40,1,Medium,Hybrid
31,Finance,Junior Trader,Jane Street,Private,New York NY,150000,180000,0,50000,65,2,Medium,Onsite
32,Technology,Junior AI Engineer,OpenAI,Private,San Francisco CA,165000,25000,120000,40000,48,2,High,Hybrid
33,Logistics,Junior Operations Analyst,FedEx,Public,Memphis TN,54000,4500,0,3000,40,1,Medium,Onsite
34,Healthcare,Junior Health Data Analyst,Epic Systems,Private,Verona WI,70000,6000,5000,5000,40,2,Medium,Onsite
35,Technology,Senior Software Engineer,Airbnb,Public,San Francisco CA,195000,35000,90000,40000,45,7,Medium,Hybrid
36,Finance,Senior Quantitative Analyst,Two Sigma,Hedge Fund,New York NY,220000,290000,0,100000,65,8,Medium,Onsite
37,Consulting,Senior Strategy Consultant,Bain,Private,Boston MA,165000,55000,0,30000,58,6,High,Hybrid
38,Technology,Senior Machine Learning Engineer,Anthropic,Private,San Francisco CA,230000,45000,200000,60000,47,7,High,Hybrid
39,Finance,Senior Investment Banker,Lazard,Public,New York NY,200000,180000,0,60000,75,8,Low,Onsite
40,Healthcare,Senior Pharmacovigilance Manager,Johnson & Johnson,Public,New Brunswick NJ,145000,22000,15000,20000,43,9,Medium,Hybrid
41,Technology,Senior Product Manager,Meta,Public,Menlo Park CA,210000,50000,150000,50000,46,7,Medium,Hybrid
42,Energy,Senior Reservoir Engineer,Chevron,Public,Houston TX,160000,28000,20000,20000,44,8,Medium,Onsite
43,Technology,Senior Cloud Architect,Microsoft,Public,Seattle WA,200000,40000,100000,35000,45,9,Medium,Hybrid
44,Biotech,Senior Clinical Trial Manager,Moderna,Public,Cambridge MA,155000,25000,40000,25000,44,8,Medium,Hybrid
45,Finance,Senior Risk Manager,Citi,Public,New York NY,175000,60000,0,25000,52,9,Medium,Hybrid
46,Technology,Senior Data Scientist,Uber,Public,San Francisco CA,190000,38000,80000,35000,45,7,High,Hybrid
47,Aerospace,Senior Propulsion Engineer,Blue Origin,Private,Kent WA,165000,20000,50000,25000,50,9,Medium,Onsite
48,Real Estate,Senior Acquisitions Manager,Blackstone,Public,New York NY,185000,120000,30000,30000,55,10,Medium,Hybrid
49,Manufacturing,Senior Reliability Engineer,Boeing,Public,Seattle WA,148000,18000,10000,15000,43,10,Low,Onsite
50,Technology,Chief Technology Officer,Plaid,Series D,San Francisco CA,320000,150000,1800000,100000,52,18,Low,Hybrid
1,Finance,Junior Quantitative Analyst,Citadel,Public,Chicago IL,95000,52000,8000,15000,55,2,High,Onsite
2,Technology,Junior Software Engineer,ByteDance,Public,San Francisco CA,118000,12000,25000,10000,42,1,High,Hybrid
3,Healthcare,Medical Billing Specialist,Cleveland Clinic,Public,Cleveland OH,42000,3500,0,2000,40,1,Medium,Onsite
4,Technology,Junior Data Analyst,Tableau,Public,Seattle WA,88000,9000,12000,8000,40,2,High,Hybrid
5,Finance,Accounting Associate,Deloitte,Public,Chicago IL,62000,7000,0,5000,45,1,Medium,Hybrid
6,Technology,Junior Frontend Developer,Webflow,Startup,San Francisco CA,105000,8000,45000,10000,44,1,High,Remote
7,Manufacturing,Assembly Line Technician,Ford Motor Company,Public,Detroit MI,48000,4000,0,2500,40,3,Low,Onsite
8,Finance,Junior Equity Research Analyst,Goldman Sachs,Public,New York NY,110000,55000,5000,20000,65,2,High,Onsite
9,Retail,Store Associate,Target,Public,Minneapolis MN,34000,2000,0,500,38,0,Low,Onsite
10,Technology,Junior Machine Learning Engineer,Hugging Face,Startup,Remote,115000,10000,60000,12000,43,2,High,Remote
11,Energy,Field Service Technician,Halliburton,Public,Houston TX,56000,5000,0,3000,48,2,Low,Onsite
12,Finance,Junior Derivatives Trader,Jane Street,Private,New York NY,130000,85000,10000,25000,60,2,High,Onsite
13,Technology,QA Engineer,Brex,Startup,San Francisco CA,98000,8000,38000,9000,42,2,Medium,Hybrid
14,Healthcare,Pharmacy Technician,Walgreens,Public,Phoenix AZ,38000,2500,0,1000,40,1,Low,Onsite
15,Technology,Junior Backend Engineer,Stripe,Private,New York NY,125000,14000,40000,15000,44,2,High,Hybrid
16,Logistics,Supply Chain Coordinator,UPS,Public,Louisville KY,52000,4500,0,2000,42,2,Medium,Onsite
17,Finance,Tax Associate,PwC,Public,Dallas TX,68000,8000,0,6000,50,1,Medium,Hybrid
18,Technology,Junior DevOps Engineer,Cloudflare,Public,Austin TX,95000,9000,18000,8000,42,2,High,Remote
19,Aerospace,Structural Engineer I,Boeing,Public,Seattle WA,82000,7000,4000,6000,42,2,Medium,Onsite
20,Technology,Junior AI Researcher,OpenAI,Private,San Francisco CA,140000,20000,120000,20000,48,3,High,Hybrid
21,Finance,Auditing Associate,KPMG,Public,New York NY,72000,9000,0,7000,50,2,Medium,Hybrid
22,Retail,E-commerce Coordinator,Shopify,Public,Remote,58000,5000,6000,3000,40,2,Medium,Remote
23,Technology,Junior Cybersecurity Analyst,CrowdStrike,Public,Austin TX,90000,8500,12000,8000,42,2,High,Remote
24,Manufacturing,Process Engineer I,3M,Public,Minneapolis MN,72000,6000,3000,4000,42,3,Medium,Onsite
25,Healthcare,Junior Data Scientist,Tempus,Startup,Chicago IL,95000,9000,30000,9000,42,2,High,Hybrid
26,Finance,Junior Portfolio Analyst,Vanguard,Public,Philadelphia PA,75000,10000,2000,6000,43,2,Medium,Hybrid
27,Technology,Junior iOS Developer,Snap,Public,Los Angeles CA,112000,11000,22000,12000,42,2,High,Hybrid
28,Energy,Junior Petroleum Engineer,ExxonMobil,Public,Houston TX,88000,9000,5000,8000,44,2,Medium,Onsite
29,Real Estate,Property Analyst,CBRE,Public,Chicago IL,62000,6000,0,4000,40,2,Medium,Hybrid
30,Technology,Junior Product Manager,Figma,Private,San Francisco CA,118000,13000,50000,12000,42,2,High,Hybrid
31,Consulting,Business Analyst,McKinsey,Private,New York NY,95000,18000,0,15000,55,2,High,Hybrid
32,Technology,Junior Data Engineer,Palantir,Public,Denver CO,96000,9000,20000,9000,44,3,High,Hybrid
33,Finance,Junior Compliance Analyst,JPMorgan Chase,Public,New York NY,78000,9000,0,7000,42,1,Medium,Hybrid
34,Healthcare,Research Lab Technician,Regeneron,Public,Tarrytown NY,55000,4000,2000,3000,40,2,Medium,Onsite
35,Technology,Senior Software Engineer,Google,Public,San Francisco CA,195000,35000,80000,30000,45,7,Medium,Hybrid
36,Finance,Senior Quantitative Researcher,Two Sigma,Private,New York NY,220000,180000,40000,50000,60,8,High,Onsite
37,Technology,Senior Machine Learning Engineer,Anthropic,Startup,San Francisco CA,210000,30000,200000,40000,48,7,High,Hybrid
38,Consulting,Senior Management Consultant,Bain,Private,Boston MA,155000,40000,0,25000,58,6,High,Hybrid
39,Finance,Senior Investment Banker,Morgan Stanley,Public,New York NY,175000,140000,15000,35000,70,7,High,Onsite
40,Healthcare,Senior Biostatistician,Pfizer,Public,New York NY,130000,18000,8000,12000,42,7,Medium,Hybrid
41,Technology,Senior Cloud Architect,Amazon Web Services,Public,Seattle WA,185000,28000,60000,25000,45,8,Medium,Remote
42,Energy,Senior Petroleum Engineer,Chevron,Public,Houston TX,148000,22000,12000,15000,45,8,Medium,Onsite
43,Aerospace,Senior Systems Engineer,SpaceX,Private,Los Angeles CA,158000,20000,45000,18000,55,7,High,Onsite
44,Technology,Senior Product Manager,Uber,Public,San Francisco CA,178000,32000,55000,25000,46,7,High,Hybrid
45,Finance,Senior Equity Trader,Citadel Securities,Private,Chicago IL,200000,160000,30000,40000,58,9,Medium,Onsite
46,Manufacturing,Senior Process Engineer,Caterpillar,Public,Peoria IL,112000,14000,8000,10000,43,8,Medium,Onsite
47,Real Estate,Senior Asset Manager,Blackstone,Public,New York NY,165000,55000,20000,20000,50,8,High,Hybrid
48,Technology,Senior Security Engineer,Palo Alto Networks,Public,Santa Clara CA,192000,30000,65000,28000,44,8,Medium,Remote
49,Consulting,Senior Data Scientist,Accenture,Public,Chicago IL,148000,22000,10000,15000,45,7,Medium,Hybrid
50,Technology,Chief Technology Officer,Scale AI,Startup,San Francisco CA,280000,80000,1500000,75000,55,15,Low,Onsite
1,Finance,Junior Quantitative Analyst,Citadel,Public,Chicago IL,110000,62000,8000,15000,55,1,High,Onsite
2,Technology,Junior Software Engineer,Meta,Public,San Francisco CA,135000,18000,45000,10000,42,1,High,Hybrid
3,Healthcare,Medical Billing Specialist,HealthFirst,SME,Columbus OH,42000,3500,0,2000,40,2,Low,Onsite
4,Technology,Junior Data Analyst,DataBridge,Startup,Austin TX,78000,7000,22000,5000,42,1,High,Remote
5,Finance,Accounting Clerk,Deloitte,Public,Cleveland OH,48000,5500,0,3000,40,2,Low,Onsite
6,Retail,Sales Associate,Target,Public,Minneapolis MN,36000,2800,500,1000,38,0,Low,Onsite
7,Technology,Junior Frontend Developer,Shopify,Public,New York NY,120000,14000,30000,8000,42,1,High,Hybrid
8,Finance,Junior Trader,Goldman Sachs,Public,New York NY,125000,75000,12000,20000,60,1,High,Onsite
9,Manufacturing,Assembly Line Technician,Caterpillar,Public,Peoria IL,44000,3200,0,1500,40,3,Low,Onsite
10,Technology,Machine Learning Engineer,OpenAI,Startup,San Francisco CA,175000,35000,180000,25000,50,3,High,Hybrid
11,Consulting,Junior Business Analyst,McKinsey,Public,Chicago IL,95000,18000,2000,10000,55,1,High,Hybrid
12,Healthcare,Registered Nurse,Cleveland Clinic,Public,Cleveland OH,68000,5000,0,4000,40,2,Medium,Onsite
13,Legal,Junior Associate Attorney,Skadden Arps,Public,New York NY,215000,25000,0,25000,70,1,Medium,Onsite
14,Technology,Junior DevOps Engineer,Stripe,Startup,San Francisco CA,130000,16000,55000,12000,44,1,High,Remote
15,Finance,Financial Analyst,JPMorgan Chase,Public,New York NY,95000,22000,5000,10000,50,2,Medium,Hybrid
16,Logistics,Supply Chain Coordinator,FedEx,Public,Memphis TN,52000,4500,1000,3000,40,2,Low,Onsite
17,Technology,Junior QA Engineer,Salesforce,Public,San Francisco CA,105000,10000,18000,8000,40,1,Medium,Hybrid
18,Energy,Junior Petroleum Engineer,ExxonMobil,Public,Houston TX,88000,12000,3000,8000,44,1,Medium,Onsite
19,Finance,Junior Compliance Officer,Wells Fargo,Public,Charlotte NC,72000,8000,2000,5000,40,2,Low,Hybrid
20,Technology,Junior iOS Developer,Apple,Public,Cupertino CA,138000,17000,40000,15000,44,1,High,Onsite
21,Aerospace,Junior Aerospace Engineer,SpaceX,Startup,Hawthorne CA,95000,10000,65000,8000,55,1,Medium,Onsite
22,Hospitality,Front Desk Coordinator,Marriott,Public,Las Vegas NV,38000,2500,500,1000,40,1,Low,Onsite
23,Technology,Junior Cybersecurity Analyst,CrowdStrike,Public,Austin TX,98000,11000,20000,7000,42,1,High,Remote
24,Finance,Junior Actuary,Prudential,Public,Newark NJ,85000,10000,2000,6000,40,1,High,Hybrid
25,Media,Junior Content Strategist,BuzzFeed,Public,New York NY,58000,5000,3000,3000,40,1,Low,Remote
26,Technology,Junior Data Scientist,Palantir,Public,New York NY,125000,20000,35000,12000,46,1,High,Hybrid
27,Construction,Junior Civil Engineer,AECOM,Public,Denver CO,72000,6000,1000,4000,42,2,Medium,Onsite
28,Finance,Junior Investment Banking Analyst,Morgan Stanley,Public,New York NY,110000,70000,5000,20000,80,1,High,Onsite
29,Biotech,Junior Research Scientist,Moderna,Public,Cambridge MA,85000,9000,25000,7000,44,1,High,Onsite
30,Technology,Junior Backend Engineer,Snowflake,Public,San Mateo CA,132000,16000,50000,12000,42,1,High,Remote
31,Education,Instructional Designer,Coursera,Startup,Remote,68000,5500,12000,4000,40,2,Medium,Remote
32,Retail,Junior Merchandiser,Nike,Public,Portland OR,55000,4500,3000,2500,40,1,Medium,Hybrid
33,Government,Junior Policy Analyst,US Department of Labor,Government,Washington DC,62000,0,0,0,40,1,Low,Hybrid
34,Finance,Junior Risk Analyst,BlackRock,Public,New York NY,100000,18000,8000,8000,45,1,High,Hybrid
35,Technology,Senior Software Engineer,Google,Public,San Francisco CA,210000,45000,120000,30000,44,6,Medium,Hybrid
36,Finance,Senior Quantitative Researcher,Two Sigma,Public,New York NY,250000,200000,50000,50000,60,7,Medium,Onsite
37,Healthcare,Senior Physician,Mayo Clinic,Public,Rochester MN,320000,30000,0,20000,50,8,Low,Onsite
38,Consulting,Senior Management Consultant,BCG,Public,Boston MA,165000,55000,5000,20000,60,6,Medium,Hybrid
39,Technology,Senior Product Manager,Amazon,Public,Seattle WA,175000,40000,90000,25000,46,7,High,Hybrid
40,Finance,Senior Financial Controller,Cargill,Private,Minneapolis MN,145000,28000,10000,12000,44,8,Medium,Onsite
41,Legal,Senior Associate Attorney,Sullivan and Cromwell,Public,New York NY,390000,50000,0,30000,75,5,Medium,Onsite
42,Biotech,Senior Computational Biologist,Genentech,Public,South San Francisco CA,165000,25000,60000,18000,44,6,High,Onsite
43,Technology,Senior Machine Learning Scientist,Anthropic,Startup,San Francisco CA,230000,50000,250000,35000,50,6,High,Hybrid
44,Energy,Senior Reservoir Engineer,Chevron,Public,Houston TX,155000,28000,15000,15000,44,7,Medium,Onsite
45,Aerospace,Senior Systems Engineer,Northrop Grumman,Public,El Segundo CA,148000,22000,12000,12000,44,7,Medium,Onsite
46,Finance,Senior Portfolio Manager,Bridgewater Associates,Private,Westport CT,280000,180000,30000,40000,55,8,Low,Onsite
47,Technology,Senior Data Engineer,Databricks,Startup,San Francisco CA,195000,38000,150000,28000,44,6,High,Remote
48,Real Estate,Senior Commercial Analyst,CBRE,Public,Chicago IL,118000,20000,5000,10000,42,6,Medium,Hybrid
49,Manufacturing,Senior Process Engineer,3M,Public,St. Paul MN,115000,16000,8000,8000,42,7,Medium,Onsite
50,Technology,Chief Technology Officer,Horizon AI,Startup,San Francisco CA,280000,120000,900000,75000,55,15,Low,Onsite
1,Finance,Junior Quantitative Analyst,Citadel,Public,Chicago IL,115000,72000,15000,20000,55,2,Medium,Onsite
2,Technology,Junior Software Engineer,Meta,Public,San Francisco CA,145000,18000,85000,15000,42,1,High,Hybrid
3,Finance,Junior Accountant,Deloitte,Public,Cleveland OH,58000,7000,0,3000,42,1,Medium,Hybrid
4,Healthcare,Medical Billing Specialist,Cleveland Clinic,Public,Cleveland OH,48000,4500,0,2000,40,2,Low,Onsite
5,Technology,Junior Data Analyst,Spotify,Public,New York NY,92000,11000,22000,8000,42,1,Medium,Hybrid
6,Technology,Frontend Engineer,Stripe,Late-Stage Startup,San Francisco CA,138000,16000,95000,20000,44,3,High,Hybrid
7,Finance,Equity Research Analyst,Goldman Sachs,Public,New York NY,110000,65000,10000,25000,60,2,Medium,Onsite
8,Logistics,Junior Supply Chain Analyst,UPS,Public,Atlanta GA,62000,6000,0,4000,40,2,Medium,Onsite
